"","DNA_label","tank_ID","setupKey","setupLabel","bagKey","setupTimestamp","nbr_leaves_start","sideShoot","nbr_sideShootLeaves_start","length_longest_leaf_start","leaf_width_hole","weight_start","IsBlackLesions_start","bagnum","pop","genet","bagnum_num","new_label","need.DNA..","sal_full","temp_full","nbr_leaves","length_longest_leaf","nbr_leaves_end","nbr_new_leaves","width_leaf","Growth_leaf1","Growth_leaf2","Growth_leaf3","Growth_leaf4","Growth_leaf5","Growth_leaf6","Growth_leaf7","Length_new_leaf1","Length_new_leaf2","Length_new_leaf3","Length_new_leaf4","Length_new_leaf5","Length_new_leaf6","Nbr_new_shoots","Nbr_leaves_new_shoot1","Length_new_shoot1_leaf1","Length_new_shoot1_leaf2","Length_new_shoot1_leaf3","Length_new_shoot1_leaf4","Length_new_shoot1_leaf5","Length_new_shoot1_leaf6","Nbr_leaves_new_shoot2","Length_new_shoot2_leaf1","Length_new_shoot2_leaf2","Length_new_shoot2_leaf3","Length_new_shoot2_leaf4","Length_new_shoot2_leaf5","Length_flower1","Length_bract1","Length_flower2","Length_bract2","Length_flower3","Length_bract3","below_ground_weight","above_ground_weight","weight_new_shoot1","weight_new_shoot2","total_weight","lesions.","picture.","isAlive","Comment","trt"
"256","KUR_gen-17","B1","b4c5a9dc","136_B1_KUR_gen-17_TempWarm-16psu07/04/2024 13:46:55","64039CDF","7/4/2024 13:46:55",5,FALSE,0,18.3,NA,1.22,FALSE,"136","KUR","gen-17",136,"136_B1_KUR_gen-17_TempWarm-16psu","","16psu","TempWarm",5,18.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"257","KUR_gen-18","B1","deb8b759","139_B1_KUR_gen-18_TempWarm-5psu07/04/2024 13:47:39","A77B7C88","7/4/2024 13:47:39",5,FALSE,0,10,NA,0.58,FALSE,"139","KUR","gen-18",139,"139_B1_KUR_gen-18_TempWarm-5psu","absolutely yes","5psu","TempWarm",5,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"258","KUR_gen-19","B1","be8ca9fa","147_B1_KUR_gen-19_TempWarm-16psu07/04/2024 13:48:35","8FF9EA4A","7/4/2024 13:48:35",5,FALSE,0,22.7,NA,1.45,FALSE,"147","KUR","gen-19",147,"147_B1_KUR_gen-19_TempWarm-16psu","","16psu","TempWarm",5,22.7,4,3,0.2,13.5,NA,NA,NA,NA,NA,NA,15.2,0.9,9.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.19,0,0,1.02,"Y","Y",TRUE,"","TempWarm_16psu"
"259","KUR_gen-20","B1","43ac241e","153_B1_KUR_gen-20_TempWarm-5psu07/04/2024 13:50:00","7F442F83","7/4/2024 13:50:00",6,TRUE,2,20.4,NA,1.22,TRUE,"153","KUR","gen-20",153,"153_B1_KUR_gen-20_TempWarm-5psu","absolutely yes","5psu","TempWarm",6,20.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"260","KUR_gen-21","B2","758d58f3","166_B2_KUR_gen-21_TempWarm-16psu07/04/2024 13:52:52","C5FA5469","7/4/2024 13:52:52",5,FALSE,0,13.8,NA,0.81,FALSE,"166","KUR","gen-21",166,"166_B2_KUR_gen-21_TempWarm-16psu","absolutely yes","16psu","TempWarm",5,13.8,4,2,0.2,14.7,5.5,NA,NA,NA,NA,NA,11.9,1.7,NA,NA,NA,NA,1,2,8.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.14,0.04,0,0.87,"N","Y",TRUE,"","TempWarm_16psu"
"261","KUR_gen-22","B2","6d4ac3d5","172_B2_KUR_gen-22_TempWarm-5psu07/04/2024 13:53:58","193C2DEC","7/4/2024 13:53:58",5,FALSE,0,35.4,NA,1.23,FALSE,"172","KUR","gen-22",172,"172_B2_KUR_gen-22_TempWarm-5psu","","5psu","TempWarm",5,35.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"262","KUR_gen-23","B2","290dd788","180_B2_KUR_gen-23_TempWarm-16psu07/04/2024 13:55:12","C194142C","7/4/2024 13:55:12",5,FALSE,0,19.2,NA,1.12,FALSE,"180","KUR","gen-23",180,"180_B2_KUR_gen-23_TempWarm-16psu","yes","16psu","TempWarm",5,19.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"263","KUR_gen-24","B2","95b78317","186_B2_KUR_gen-24_TempWarm-5psu07/04/2024 13:57:13","8BFA319B","7/4/2024 13:57:13",4,FALSE,0,18.8,NA,1.07,FALSE,"186","KUR","gen-24",186,"186_B2_KUR_gen-24_TempWarm-5psu","","5psu","TempWarm",4,18.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"264","KUR_gen-25","B3","a9e69eab","194_B3_KUR_gen-25_TempWarm-16psu07/05/2024 11:22:12","9C36CBD3","7/5/2024 11:22:12",4,FALSE,0,20.5,NA,0.94,FALSE,"194","KUR","gen-25",194,"194_B3_KUR_gen-25_TempWarm-16psu","absolutely yes","16psu","TempWarm",4,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"265","KUR_gen-26","B3","8ce2cf15","203_B3_KUR_gen-26_TempWarm-5psu07/05/2024 11:23:14","4A19D102","7/5/2024 11:23:14",4,FALSE,0,14.2,NA,0.68,FALSE,"203","KUR","gen-26",203,"203_B3_KUR_gen-26_TempWarm-5psu","yes","5psu","TempWarm",4,14.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"266","KUR_gen-27","B3","2ce38d3d","212_B3_KUR_gen-27_TempWarm-16psu07/05/2024 11:24:19","A592250B","7/5/2024 11:24:19",4,FALSE,0,24.7,NA,1.36,FALSE,"212","KUR","gen-27",212,"212_B3_KUR_gen-27_TempWarm-16psu","","16psu","TempWarm",4,24.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"267","KUR_gen-28","B3","8944f880","217_B3_KUR_gen-28_TempWarm-5psu07/05/2024 11:25:43","76F6546D","7/5/2024 11:25:43",5,FALSE,0,21.4,NA,1.32,FALSE,"217","KUR","gen-28",217,"217_B3_KUR_gen-28_TempWarm-5psu","yes","5psu","TempWarm",5,21.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"268","KUR_gen-29","B4","0d1da080","229_B4_KUR_gen-29_TempWarm-16psu07/05/2024 11:26:57","A72CE119","7/5/2024 11:26:57",5,FALSE,0,20.5,NA,1.21,FALSE,"229","KUR","gen-29",229,"229_B4_KUR_gen-29_TempWarm-16psu","","16psu","TempWarm",5,20.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"269","KUR_gen-30","B4","a10b8af0","239_B4_KUR_gen-30_TempWarm-5psu07/05/2024 11:27:46","6365CBCA","7/5/2024 11:27:46",4,FALSE,0,14.8,NA,0.82,FALSE,"239","KUR","gen-30",239,"239_B4_KUR_gen-30_TempWarm-5psu","","5psu","TempWarm",4,14.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"270","KUR_gen-31","B4","8a6fe934","243_B4_KUR_gen-31_TempWarm-16psu07/05/2024 11:28:49","2C9BBFF3","7/5/2024 11:28:49",4,FALSE,0,32.3,NA,1.68,FALSE,"243","KUR","gen-31",243,"243_B4_KUR_gen-31_TempWarm-16psu","","16psu","TempWarm",4,32.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"271","KUR_gen-32","B4","90aa0176","254_B4_KUR_gen-32_TempWarm-5psu07/05/2024 11:29:41","F0C97436","7/5/2024 11:29:41",4,FALSE,0,18.5,NA,1.21,FALSE,"254","KUR","gen-32",254,"254_B4_KUR_gen-32_TempWarm-5psu","","5psu","TempWarm",4,18.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"272","KUR_gen-33","C1","01239d7c","257_C1_KUR_gen-33_TempControl-21psu07/04/2024 18:14:15","65DC0537","7/4/2024 18:14:15",5,TRUE,2,24,NA,1.03,FALSE,"257","KUR","gen-33",257,"257_C1_KUR_gen-33_TempControl-21psu","","21psu","TempControl",5,24,5,3,0.3,4.6,17.3,NA,NA,NA,NA,NA,31.6,9,27.6,NA,NA,NA,1,4,15.1,12.5,22.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.39,0.15,0,1.58,"Y","Y",TRUE,"new shoot 1 has a hole on leaf1, growth to hole is 14.9","TempControl_21psu"
"273","KUR_gen-34","C1","159cd1db","271_C1_KUR_gen-34_TempControl-7psu07/04/2024 18:18:14","BD5B9698","7/4/2024 18:18:14",5,FALSE,0,23.7,NA,1.37,FALSE,"271","KUR","gen-34",271,"271_C1_KUR_gen-34_TempControl-7psu","","7psu","TempControl",5,23.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"274","KUR_gen-35","C1","d494c6c8","278_C1_KUR_gen-35_TempControl-21psu07/04/2024 18:19:28","B1902229","7/4/2024 18:19:28",5,FALSE,0,28,NA,1.44,FALSE,"278","KUR","gen-35",278,"278_C1_KUR_gen-35_TempControl-21psu","yes","21psu","TempControl",5,28,5,3,0.2,0.9,11.5,NA,NA,NA,NA,NA,30.1,28.4,4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.66,0,0,1.76,"Y","Y",TRUE,"","TempControl_21psu"
"275","KUR_gen-36","C1","c5817f5e","281_C1_KUR_gen-36_TempControl-7psu07/04/2024 18:20:24","C5151972","7/4/2024 18:20:24",5,FALSE,0,22.2,NA,1.18,FALSE,"281","KUR","gen-36",281,"281_C1_KUR_gen-36_TempControl-7psu","yes","7psu","TempControl",5,22.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"276","KUR_gen-37","C2","7a43a922","292_C2_KUR_gen-37_TempControl-21psu07/04/2024 18:21:56","5BB7D701","7/4/2024 18:21:56",3,FALSE,0,15.7,NA,1.16,FALSE,"292","KUR","gen-37",292,"292_C2_KUR_gen-37_TempControl-21psu","","21psu","TempControl",3,15.7,4,2,0.2,14.6,3.3,NA,NA,NA,NA,NA,13.4,24.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.25,0,0,1.28,"N","Y",TRUE,"","TempControl_21psu"
"277","KUR_gen-38","C2","1fd429c9","303_C2_KUR_gen-38_TempControl-7psu07/04/2024 18:24:55","3F686EB4","7/4/2024 18:24:55",4,FALSE,0,15.8,NA,0.84,FALSE,"303","KUR","gen-38",303,"303_C2_KUR_gen-38_TempControl-7psu","absolutely yes","7psu","TempControl",4,15.8,5,5,0.25,NA,NA,NA,NA,NA,NA,NA,19.1,11.8,13,4,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.31,0,0,1.93,"N","Y",TRUE,"","TempControl_7psu"
"278","KUR_gen-39","C2","7b0034db","311_C2_KUR_gen-39_TempControl-21psu07/04/2024 18:25:55","6AF5FA86","7/4/2024 18:25:55",4,FALSE,0,16.4,NA,0.91,FALSE,"311","KUR","gen-39",311,"311_C2_KUR_gen-39_TempControl-21psu","","21psu","TempControl",4,16.4,5,3,0.2,19.2,4.3,NA,NA,NA,NA,NA,24.1,7.3,27.9,NA,NA,NA,1,3,8.8,5.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.39,0.03,0,1.38,"N","Y",TRUE,"","TempControl_21psu"
"279","KUR_gen-40","C2","9c7b067b","315_C2_KUR_gen-40_TempControl-7psu07/04/2024 18:26:59","CEFA616E","7/4/2024 18:26:59",4,FALSE,0,15,NA,0.76,FALSE,"315","KUR","gen-40",315,"315_C2_KUR_gen-40_TempControl-7psu","absolutely yes","7psu","TempControl",4,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"280","KUR_gen-41","C3","e05ae433","327_C3_KUR_gen-41_TempControl-21psu07/05/2024 11:31:23","E7FA955E","7/5/2024 11:31:23",5,FALSE,0,14.5,NA,0.78,FALSE,"327","KUR","gen-41",327,"327_C3_KUR_gen-41_TempControl-21psu","yes","21psu","TempControl",5,14.5,5,3,0.1,2.5,9.5,NA,NA,NA,NA,NA,15,3.4,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.17,0,0,0.78,"N","Y",TRUE,"","TempControl_21psu"
"281","KUR_gen-42","C3","6fc2ce46","333_C3_KUR_gen-42_TempControl-7psu07/05/2024 11:32:49","0AE8CED3","7/5/2024 11:32:49",6,TRUE,2,23.6,NA,1.09,FALSE,"333","KUR","gen-42",333,"333_C3_KUR_gen-42_TempControl-7psu","yes","7psu","TempControl",6,23.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"282","KUR_gen-43","C3","4fea01a4","344_C3_KUR_gen-43_TempControl-21psu07/05/2024 11:34:29","C524DAE9","7/5/2024 11:34:29",5,FALSE,0,34.5,NA,1.15,FALSE,"344","KUR","gen-43",344,"344_C3_KUR_gen-43_TempControl-21psu","","21psu","TempControl",5,34.5,5,4,0.3,16.3,NA,NA,NA,NA,NA,NA,15.9,27.8,31.8,1.2,NA,NA,1,5,8.3,19,2.5,15.9,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.39,0.26,0,1.63,"N","Y",TRUE,"new shoot 1 has a hole on leaf1, growth to 7.6","TempControl_21psu"
"283","KUR_gen-44","C3","a84475e3","345_C3_KUR_gen-44_TempControl-7psu07/05/2024 11:36:02","B4D64770","7/5/2024 11:36:02",5,FALSE,0,20.8,NA,1.1,FALSE,"345","KUR","gen-44",345,"345_C3_KUR_gen-44_TempControl-7psu","","7psu","TempControl",5,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"284","KUR_gen-45","C4","47f8cf0a","360_C4_KUR_gen-45_TempControl-21psu07/05/2024 11:36:57","C266C635","7/5/2024 11:36:57",5,FALSE,0,22.3,NA,1.39,FALSE,"360","KUR","gen-45",360,"360_C4_KUR_gen-45_TempControl-21psu","absolutely yes","21psu","TempControl",5,22.3,4,2,0.2,6.4,21.7,NA,NA,NA,NA,NA,25.6,9.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.45,0,0,1.41,"N","Y",TRUE,"","TempControl_21psu"
"285","KUR_gen-46","C4","8b58f543","363_C4_KUR_gen-46_TempControl-7psu07/05/2024 11:38:12","368A080A","7/5/2024 11:38:12",4,FALSE,0,13.2,NA,0.68,FALSE,"363","KUR","gen-46",363,"363_C4_KUR_gen-46_TempControl-7psu","yes","7psu","TempControl",4,13.2,3,3,0.2,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.1,0,0,0.31,"N","Y",TRUE,"super baby leaf, too small to measure","TempControl_7psu"
"286","KUR_gen-47","C4","49db00a7","375_C4_KUR_gen-47_TempControl-21psu07/05/2024 11:39:36","C59D83B9","7/5/2024 11:39:36",5,FALSE,0,17.7,NA,1.39,FALSE,"375","KUR","gen-47",375,"375_C4_KUR_gen-47_TempControl-21psu","","21psu","TempControl",5,17.7,5,4,0.2,9.6,21.7,NA,NA,NA,NA,NA,29.3,1.2,17.8,0.3,NA,NA,1,5,8,19,13.2,11.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.37,0.14,0,1.59,"N","Y",TRUE,"new shoot 1 has a hole on leaf1, growth to 5.3","TempControl_21psu"
"287","KUR_gen-48","C4","ce1660f2","382_C4_KUR_gen-48_TempControl-7psu07/05/2024 11:40:51","0B0AFBF1","7/5/2024 11:40:51",4,FALSE,0,14.8,NA,0.98,FALSE,"382","KUR","gen-48",382,"382_C4_KUR_gen-48_TempControl-7psu","","7psu","TempControl",4,14.8,5,4,0.2,11.2,NA,NA,NA,NA,NA,NA,24.2,8,23.5,19.4,NA,NA,1,5,8.2,15.5,10.6,10.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.33,0.08,0,1.28,"Y","Y",TRUE,"","TempControl_7psu"
"288","VAT_gen-01","A1","82588873","006_A1_VAT_gen-01_TempControl-21psu07/04/2024 14:09:59","3E6FDEC4","7/4/2024 14:09:59",5,FALSE,0,58.3,NA,5.84,TRUE,"006","VAT","gen-01",6,"006_A1_VAT_gen-01_TempControl-21psu","","21psu","TempControl",5,58.3,5,2,0.6,1.4,17.5,13,NA,NA,NA,NA,27.1,18.2,NA,NA,NA,NA,1,4,7.9,5,9.4,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,2.29,0,0,6.26,"N","Y",TRUE,"missing new shoot weight","TempControl_21psu"
"289","VAT_gen-02","A1","2f3192a2","013_A1_VAT_gen-02_TempControl-7psu07/04/2024 14:13:51","C6683E66","7/4/2024 14:13:51",5,FALSE,0,39.5,NA,3.23,TRUE,"013","VAT","gen-02",13,"013_A1_VAT_gen-02_TempControl-7psu","","7psu","TempControl",5,39.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"290","VAT_gen-03","A1","df10ca80","019_A1_VAT_gen-03_TempControl-21psu07/04/2024 14:15:47","C68CD1B0","7/4/2024 14:15:47",5,FALSE,0,48,NA,5.63,TRUE,"019","VAT","gen-03",19,"019_A1_VAT_gen-03_TempControl-21psu","","21psu","TempControl",5,48,6,3,0.4,0.1,27.3,8.8,NA,NA,NA,NA,34.6,40.3,12,NA,NA,NA,1,3,12.6,12.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,2.58,0.36,0,7.83,"Y","Y",TRUE,"","TempControl_21psu"
"291","VAT_gen-04","A1","2eed6031","025_A1_VAT_gen-04_TempControl-7psu07/04/2024 14:18:08","7F9297DC","7/4/2024 14:18:08",5,FALSE,0,57.3,NA,6.53,TRUE,"025","VAT","gen-04",25,"025_A1_VAT_gen-04_TempControl-7psu","","7psu","TempControl",5,57.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"292","VAT_gen-05","A2","714d7418","034_A2_VAT_gen-05_TempControl-21psu07/04/2024 14:19:54","870464D1","7/4/2024 14:19:54",4,FALSE,0,50.5,NA,5.15,TRUE,"034","VAT","gen-05",34,"034_A2_VAT_gen-05_TempControl-21psu","","21psu","TempControl",4,50.5,5,3,0.5,13.5,6.4,NA,NA,NA,NA,NA,25.6,1.3,17.2,NA,NA,NA,1,4,9.2,8.2,1.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.9,0.26,0,5.56,"N","Y",TRUE,"","TempControl_21psu"
"293","VAT_gen-06","A2","600c09d3","041_A2_VAT_gen-06_TempControl-7psu07/04/2024 14:21:19","8C1A73C9","7/4/2024 14:21:19",5,FALSE,0,52.5,NA,8.16,TRUE,"041","VAT","gen-06",41,"041_A2_VAT_gen-06_TempControl-7psu","","7psu","TempControl",5,52.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"294","VAT_gen-07","A2","d8dfdf23","053_A2_VAT_gen-07_TempControl-21psu07/04/2024 14:23:05","073B206A","7/4/2024 14:23:05",5,FALSE,0,35.3,NA,4.19,TRUE,"053","VAT","gen-07",53,"053_A2_VAT_gen-07_TempControl-21psu","absolutely yes","21psu","TempControl",5,35.3,4,2,0.4,32,14.7,NA,NA,NA,NA,NA,3,23.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,1.33,0,0,4.18,"N","Y",TRUE,"","TempControl_21psu"
"295","VAT_gen-08","A2","9715b57d","064_A2_VAT_gen-08_TempControl-7psu07/04/2024 14:24:12","40F0739F","7/4/2024 14:24:12",5,FALSE,0,51.7,NA,5.29,TRUE,"064","VAT","gen-08",64,"064_A2_VAT_gen-08_TempControl-7psu","","7psu","TempControl",5,51.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempControl_7psu"
"296","VAT_gen-09","A3","33a02d3e","071_A3_VAT_gen-09_TempWarm-16psu07/04/2024 14:26:01","593CE2A5","7/4/2024 14:26:01",6,TRUE,2,51.8,NA,5.36,TRUE,"071","VAT","gen-09",71,"071_A3_VAT_gen-09_TempWarm-16psu","","16psu","TempWarm",6,51.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
"297","VAT_gen-10","A3","2fcebe6e","075_A3_VAT_gen-10_TempWarm-5psu07/04/2024 14:28:09","B98C052C","7/4/2024 14:28:09",5,FALSE,0,58.5,NA,5.13,TRUE,"075","VAT","gen-10",75,"075_A3_VAT_gen-10_TempWarm-5psu","","5psu","TempWarm",5,58.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_5psu"
"298","VAT_gen-11","A3","28bc90f3","087_A3_VAT_gen-11_TempWarm-16psu07/04/2024 14:29:35","AC6FE4FE","7/4/2024 14:29:35",5,FALSE,0,54,NA,5.76,TRUE,"087","VAT","gen-11",87,"087_A3_VAT_gen-11_TempWarm-16psu","yes","16psu","TempWarm",5,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,"DEAD","TempWarm_16psu"
