bagnum_num,tank_ID,DNA_label,new_label,need DNA ?,sal_full,temp_full,nbr_leaves,length_longest_leaf,nbr_leaves_end,nbr_new_leaves,width_leaf,Growth_leaf1,Growth_leaf2,Growth_leaf3,Growth_leaf4,Growth_leaf5,Growth_leaf6,Growth_leaf7,Length_new_leaf1,Length_new_leaf2,Length_new_leaf3,Length_new_leaf4,Length_new_leaf5,Length_new_leaf6,Nbr_new_shoots,Nbr_leaves_new_shoot1,Length_new_shoot1_leaf1,Length_new_shoot1_leaf2,Length_new_shoot1_leaf3,Length_new_shoot1_leaf4,Length_new_shoot1_leaf5,Length_new_shoot1_leaf6,Nbr_leaves_new_shoot2,Length_new_shoot2_leaf1,Length_new_shoot2_leaf2,Length_new_shoot2_leaf3,Length_new_shoot2_leaf4,Length_new_shoot2_leaf5,Length_flower1,Length_bract1,Length_flower2,Length_bract2,Length_flower3,Length_bract3,below_ground_weight,above_ground_weight,weight_new_shoot1,weight_new_shoot2,total_weight,lesions?,picture?,isAlive,Comment
320,C2,BAR_gen-40,320_C2_BAR_gen-40_TempControl-7psu,,7psu,TempControl,5,43.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,17.8,16.1,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0.17,0.00,0.00,1.76,N,Y,TRUE,"main shoot was dead, side shoot still alive"
321,C3,VIK_gen-41,321_C3_VIK_gen-41_TempControl-21psu,yes,21psu,TempControl,4,16.7,5,4,0.30,9.8,NA,NA,NA,NA,NA,NA,14.5,9.7,1.1,14.3,NA,NA,1,3,7.0,7.0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80,0.32,0.05,0.00,1.17,N,Y,TRUE,
322,C3,VAT_gen-41,322_C3_VAT_gen-41_TempControl-21psu,,21psu,TempControl,5,55.0,4,2,0.50,20.3,NA,NA,NA,NA,NA,NA,26.5,7.5,0.9,NA,NA,NA,1,5,8.3,3.2,18.0,12.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90,0.97,0.46,0.00,5.33,Y,Y,TRUE,"super baby leaf, too small to measure"
323,C3,BJO_gen-41,323_C3_BJO_gen-41_TempControl-21psu,yes,21psu,TempControl,4,40.5,6,3,0.40,0.3,24.8,7.5,NA,NA,NA,NA,33.0,6.8,43.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,1.86,0.00,0.00,4.13,N,Y,TRUE,"had rotten side shoot (kept for DNA, but not pictured)"
324,C3,KAL_gen-41,324_C3_KAL_gen-41_TempControl-21psu,,21psu,TempControl,5,55.2,5,3,0.45,4.6,9.3,NA,NA,NA,NA,NA,9.1,2.9,NA,NA,NA,NA,1,6,3.7,10.2,18.5,9.9,17.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,0.99,0.38,0.00,4.29,N,Y,TRUE,
325,C3,BAR_gen-41,325_C3_BAR_gen-41_TempControl-21psu,yes,21psu,TempControl,4,22.0,6,2,0.30,9.8,23.7,0.3,NA,NA,NA,NA,4.0,28.8,4.0,NA,NA,NA,1,5,7.0,2.7,17.6,12.1,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95,0.53,0.16,0.00,2.64,N,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to 5"
326,C3,HOG_gen-41,326_C3_HOG_gen-41_TempControl-21psu,,21psu,TempControl,5,49.5,5,2,0.40,0.3,33.6,13.0,NA,NA,NA,NA,15.5,38.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41,1.31,0.00,0.00,3.72,N,Y,TRUE,"super baby leaf, too small to measure"
327,C3,KUR_gen-41,327_C3_KUR_gen-41_TempControl-21psu,yes,21psu,TempControl,5,14.5,5,3,0.10,2.5,9.5,NA,NA,NA,NA,NA,15.0,3.4,13.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.17,0.00,0.00,0.78,N,Y,TRUE,
328,C3,HOR_gen-41,328_C3_HOR_gen-41_TempControl-21psu,yes,21psu,TempControl,5,37.8,5,3,0.30,15.5,3.0,NA,NA,NA,NA,NA,30.2,13.2,33.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.90,0.00,0.00,2.36,N,Y,TRUE,"super baby leaf, too small to measure"
329,C3,BAR_gen-42,329_C3_BAR_gen-42_TempControl-7psu,yes,7psu,TempControl,5,19.3,5,4,0.20,12.0,NA,NA,NA,NA,NA,NA,20.9,15.1,2.1,18.7,NA,NA,2,5,9.8,14.6,6.5,14.6,13.7,NA,5,8.2,9.6,3.6,9.4,10.2,NA,NA,NA,NA,NA,NA,1.12,0.30,0.22,0.13,1.77,N,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to 8.6 ; missing leaf of length 15.1 (new leaf 2) in picture and weight measurements"
331,C3,VIK_gen-42,331_C3_VIK_gen-42_TempControl-7psu,absolutely yes,7psu,TempControl,3,14.9,4,3,0.25,8.1,NA,NA,NA,NA,NA,NA,9.4,3.1,11.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.16,0.00,0.00,0.54,N,Y,TRUE,
332,C3,VAT_gen-42,332_C3_VAT_gen-42_TempControl-7psu,,7psu,TempControl,5,32.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
333,C3,KUR_gen-42,333_C3_KUR_gen-42_TempControl-7psu,yes,7psu,TempControl,6,23.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
335,C3,KAL_gen-42,335_C3_KAL_gen-42_TempControl-7psu,absolutely yes,7psu,TempControl,4,45.0,6,4,0.40,31.0,12.8,NA,NA,NA,NA,NA,38.1,19.1,37.4,1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,1.58,0.00,0.00,2.96,N,Y,TRUE,
336,C3,HOR_gen-42,336_C3_HOR_gen-42_TempControl-7psu,yes,7psu,TempControl,4,37.0,3,3,0.20,NA,NA,NA,NA,NA,NA,NA,22.6,7.8,19.4,NA,NA,NA,1,4,13.9,15.2,13.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.32,0.23,0.00,1.58,N,Y,TRUE,
337,C3,KAL_gen-43,337_C3_KAL_gen-43_TempControl-21psu,yes,21psu,TempControl,4,44.0,5,4,0.35,15.3,NA,NA,NA,NA,NA,NA,38.2,38.1,5.6,36.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.92,0.00,0.00,2.30,N,Y,TRUE,
338,C3,HOG_gen-43,338_C3_HOG_gen-43_TempControl-21psu,,21psu,TempControl,5,38.4,5,4,0.30,7.1,NA,NA,NA,NA,NA,NA,1.8,15.2,7.9,14.0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.30,0.00,0.00,1.23,N,Y,TRUE,"super baby leaf, too small to measure"
339,C3,BAR_gen-43,339_C3_BAR_gen-43_TempControl-21psu,,21psu,TempControl,5,39.5,5,3,0.30,2.2,12.4,NA,NA,NA,NA,NA,27.0,20.7,6.2,NA,NA,NA,1,4,11.6,5.9,11.9,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00,0.66,0.13,0.00,2.79,Y,Y,TRUE,"new shoot 1 has a hole on leaf4, growth to 5.6"
340,C3,VIK_gen-43,340_C3_VIK_gen-43_TempControl-21psu,,21psu,TempControl,4,17.5,5,5,0.30,NA,NA,NA,NA,NA,NA,NA,15.6,8.8,17.0,3.1,12.3,1.7,1,2,5.8,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.28,0.04,0.00,1.05,N,Y,TRUE,"super baby leaf, too small to measure"
341,C3,HOR_gen-43,341_C3_HOR_gen-43_TempControl-21psu,,21psu,TempControl,4,37.9,5,2,0.30,0.8,23.0,7.0,NA,NA,NA,NA,10.5,22.9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.71,0.00,0.00,2.08,N,Y,TRUE,"super baby leaf, too small to measure"
342,C3,BJO_gen-43,342_C3_BJO_gen-43_TempControl-21psu,yes,21psu,TempControl,3,35.0,5,3,0.30,20.4,6.0,NA,NA,NA,NA,NA,27.4,30.4,12.4,NA,NA,NA,1,1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.79,0.04,0.00,3.16,N,Y,TRUE,"super baby leaf, too small to measure ; new shoot 1 has a hole on leaf1, growth to 4.9"
343,C3,VAT_gen-43,343_C3_VAT_gen-43_TempControl-21psu,,21psu,TempControl,5,55.4,4,3,0.40,22.8,NA,NA,NA,NA,NA,NA,13.1,35.5,36.4,NA,NA,NA,1,4,9.5,14.0,15.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,1.16,0.30,0.00,4.95,N,Y,TRUE,"super baby leaf, too small to measure"
344,C3,KUR_gen-43,344_C3_KUR_gen-43_TempControl-21psu,,21psu,TempControl,5,34.5,5,4,0.30,16.3,NA,NA,NA,NA,NA,NA,15.9,27.8,31.8,1.2,NA,NA,1,5,8.3,19.0,2.5,15.9,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.39,0.26,0.00,1.63,N,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to 7.6"
347,C3,HOG_gen-44,347_C3_HOG_gen-44_TempControl-7psu,,7psu,TempControl,5,55.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
348,C3,BAR_gen-44,348_C3_BAR_gen-44_TempControl-7psu,absolutely yes,7psu,TempControl,5,43.4,4,3,0.25,14.4,NA,NA,NA,NA,NA,NA,24.3,8.6,25.0,NA,NA,NA,1,4,8.5,11.8,9.6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,0.61,0.12,0.00,2.15,Y,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to 8"
349,C3,HOR_gen-44,349_C3_HOR_gen-44_TempControl-7psu,,7psu,TempControl,4,38.2,4,3,0.30,15.2,NA,NA,NA,NA,NA,NA,24.4,2.5,18.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.53,0.00,0.00,1.81,N,Y,TRUE,
350,C3,KAL_gen-44,350_C3_KAL_gen-44_TempControl-7psu,,7psu,TempControl,5,41.5,5,4,0.30,10.9,NA,NA,NA,NA,NA,NA,25.8,5.9,21.2,26.6,NA,NA,1,4,11.0,7.4,9.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,0.76,0.07,0.00,2.96,N,Y,TRUE,
352,C3,VIK_gen-44,352_C3_VIK_gen-44_TempControl-7psu,,7psu,TempControl,4,34.0,5,4,0.30,10.6,NA,NA,NA,NA,NA,NA,8.9,6.5,13.4,NA,NA,NA,2,4,5.0,5.5,6.1,0.7,NA,NA,2,0.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.39,0.09,0.01,1.17,N,Y,TRUE,
353,C4,KAL_gen-45,353_C4_KAL_gen-45_TempControl-21psu,,21psu,TempControl,5,63.3,6,4,0.40,37.5,10.6,NA,NA,NA,NA,NA,45.6,51.6,21.4,2.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,1.53,0.00,0.00,3.87,N,Y,TRUE,
354,C4,BJO_gen-45,354_C4_BJO_gen-45_TempControl-21psu,yes,21psu,TempControl,4,38.0,2,3,0.30,23.8,7.3,NA,NA,NA,NA,NA,19.6,23.6,0.1,NA,NA,NA,1,2,9.3,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,0.68,0.06,0.00,2.47,Y,Y,TRUE,"new shoot 1 has a hole on leaf2, growth to 6"
355,C4,HOR_gen-45,355_C4_HOR_gen-45_TempControl-21psu,,21psu,TempControl,4,28.4,4,2,0.30,23.5,7.4,NA,NA,NA,NA,NA,16.3,30.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,0.72,0.00,0.00,2.19,N,Y,TRUE,
356,C4,VIK_gen-45,356_C4_VIK_gen-45_TempControl-21psu,,21psu,TempControl,4,26.7,4,3,0.40,8.9,NA,NA,NA,NA,NA,NA,14.9,5.5,13.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.45,0.00,0.00,1.62,N,Y,TRUE,
357,C4,HOG_gen-45,357_C4_HOG_gen-45_TempControl-21psu,,21psu,TempControl,5,56.5,4,1,0.40,0.2,10.0,6.6,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,1,5,11.9,20.1,12.0,21.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,1.07,0.46,0.00,3.67,Y,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to 11.5"
358,C4,BAR_gen-45,358_C4_BAR_gen-45_TempControl-21psu,,21psu,TempControl,5,35.7,5,3,0.30,12.4,3.1,NA,NA,NA,NA,NA,26.6,6.1,33.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,0.99,0.00,0.00,2.58,Y,Y,TRUE,
359,C4,VAT_gen-45,359_C4_VAT_gen-45_TempControl-21psu,,21psu,TempControl,5,70.0,5,3,0.50,35.0,15.2,NA,NA,NA,NA,NA,17.0,36.2,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,2.41,0.00,0.00,6.52,Y,Y,TRUE,
360,C4,KUR_gen-45,360_C4_KUR_gen-45_TempControl-21psu,absolutely yes,21psu,TempControl,5,22.3,4,2,0.20,6.4,21.7,NA,NA,NA,NA,NA,25.6,9.7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.45,0.00,0.00,1.41,N,Y,TRUE,
361,C4,VAT_gen-46,361_C4_VAT_gen-46_TempControl-7psu,,7psu,TempControl,5,56.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
362,C4,KAL_gen-46,362_C4_KAL_gen-46_TempControl-7psu,,7psu,TempControl,5,49.6,5,3,0.40,11.4,26.6,NA,NA,NA,NA,NA,34.0,12.1,28.8,NA,NA,NA,1,5,1.5,10.8,5.4,14.1,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,1.01,0.15,0.00,3.01,N,Y,TRUE,
363,C4,KUR_gen-46,363_C4_KUR_gen-46_TempControl-7psu,yes,7psu,TempControl,4,13.2,3,3,0.20,NA,NA,NA,NA,NA,NA,NA,1.2,7.1,13.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.10,0.00,0.00,0.31,N,Y,TRUE,"super baby leaf, too small to measure"
364,C4,HOG_gen-46,364_C4_HOG_gen-46_TempControl-7psu,,7psu,TempControl,5,39.8,5,4,0.35,26.5,NA,NA,NA,NA,NA,NA,27.8,12.5,23.7,1.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,0.82,0.00,0.00,2.60,N,Y,TRUE,
365,C4,BAR_gen-46,365_C4_BAR_gen-46_TempControl-7psu,yes,7psu,TempControl,5,43.1,2,2,0.20,NA,NA,NA,NA,NA,NA,NA,27.5,18.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,0.26,0.00,0.00,1.48,N,Y,TRUE,
366,C4,BJO_gen-46,366_C4_BJO_gen-46_TempControl-7psu,yes,7psu,TempControl,4,28.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,17.8,9.1,17.7,14.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40,0.00,0.32,0.00,1.72,N,Y,TRUE,"main shoot was dead, side shoot still alive"
369,C4,VIK_gen-47,369_C4_VIK_gen-47_TempControl-21psu,,21psu,TempControl,4,13.5,2,2,0.20,NA,NA,NA,NA,NA,NA,NA,12.4,9.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.10,0.00,0.00,0.67,N,Y,TRUE,"super baby leaf, too small to measure"
370,C4,HOR_gen-47,370_C4_HOR_gen-47_TempControl-21psu,,21psu,TempControl,5,25.7,6,3,0.30,0.3,21.2,10.3,NA,NA,NA,NA,18.0,2.0,28.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,0.77,0.00,0.00,2.13,N,Y,TRUE,
371,C4,BJO_gen-47,371_C4_BJO_gen-47_TempControl-21psu,yes,21psu,TempControl,4,34.5,4,2,0.30,23.6,6.9,NA,NA,NA,NA,NA,13.7,32.1,NA,NA,NA,NA,1,2,8.0,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,1.03,0.41,0.00,4.40,Y,Y,TRUE,"new shoot 1 has a hole on leaf2, growth to 6.1 ; super baby leaf, too small to measure"
372,C4,HOG_gen-47,372_C4_HOG_gen-47_TempControl-21psu,,21psu,TempControl,5,45.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
373,C4,VAT_gen-47,373_C4_VAT_gen-47_TempControl-21psu,yes,21psu,TempControl,5,37.9,4,3,0.40,11.9,NA,NA,NA,NA,NA,NA,25.7,12.0,27.6,NA,NA,NA,1,4,12.9,7.1,14.0,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,1.03,0.41,0.00,4.40,N,Y,TRUE,"new shoot 1 has a hole on leaf4, growth to 7.8 ; super baby leaf, too small to measure"
374,C4,KAL_gen-47,374_C4_KAL_gen-47_TempControl-21psu,,21psu,TempControl,5,80.6,6,4,0.40,15.2,41.2,NA,NA,NA,NA,NA,47.9,18.9,40.8,2.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,1.62,0.00,0.00,3.91,N,Y,TRUE,
375,C4,KUR_gen-47,375_C4_KUR_gen-47_TempControl-21psu,,21psu,TempControl,5,17.7,5,4,0.20,9.6,21.7,NA,NA,NA,NA,NA,29.3,1.2,17.8,0.3,NA,NA,1,5,8.0,19.0,13.2,11.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.37,0.14,0.00,1.59,N,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to 5.3"
376,C4,BAR_gen-47,376_C4_BAR_gen-47_TempControl-21psu,absolutely yes,21psu,TempControl,4,35.9,4,2,0.25,5.2,24.5,NA,NA,NA,NA,NA,35.9,17.5,NA,NA,NA,NA,1,4,14.0,7.3,10.0,0.4,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.66,0.08,0.00,2.11,N,Y,TRUE,"new shoot 1 has a hole on leaf3, growth to 9.5"
377,C4,HOG_gen-48,377_C4_HOG_gen-48_TempControl-7psu,yes,7psu,TempControl,5,29.0,5,4,0.35,15.0,NA,NA,NA,NA,NA,NA,25.6,3.5,13.6,26.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.81,0.00,0.00,2.09,N,Y,TRUE,
378,C4,VAT_gen-48,378_C4_VAT_gen-48_TempControl-7psu,yes,7psu,TempControl,6,40.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
380,C4,KAL_gen-48,380_C4_KAL_gen-48_TempControl-7psu,,7psu,TempControl,5,51.0,6,4,0.40,7.3,23.6,NA,NA,NA,NA,NA,37.0,25.3,5.2,39.0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,1.27,0.00,0.00,3.28,N,Y,TRUE,
382,C4,KUR_gen-48,382_C4_KUR_gen-48_TempControl-7psu,,7psu,TempControl,4,14.8,5,4,0.20,11.2,NA,NA,NA,NA,NA,NA,24.2,8.0,23.5,19.4,NA,NA,1,5,8.2,15.5,10.6,10.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.33,0.08,0.00,1.28,Y,Y,TRUE,
383,C4,VIK_gen-48,383_C4_VIK_gen-48_TempControl-7psu,yes,7psu,TempControl,4,16.0,5,3,0.40,13.1,NA,NA,NA,NA,NA,NA,16.7,10.8,16.2,0.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.68,0.00,0.00,1.69,N,Y,TRUE,
9,A1,KAL_gen-02,009_A1_KAL_gen-02_TempControl-7psu,,7psu,TempControl,5,55.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
25,A1,VAT_gen-04,025_A1_VAT_gen-04_TempControl-7psu,,7psu,TempControl,5,57.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
27,A1,VIK_gen-04,027_A1_VIK_gen-04_TempControl-7psu,,7psu,TempControl,6,33.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
28,A1,BAR_gen-04,028_A1_BAR_gen-04_TempControl-7psu,yes,7psu,TempControl,5,30.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
29,A1,KUR_gen-04,029_A1_KUR_gen-04_TempControl-7psu,,7psu,TempControl,5,20.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
31,A1,HOR_gen-04,031_A1_HOR_gen-04_TempControl-7psu,,7psu,TempControl,5,44.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
32,A1,BJO_gen-04,032_A1_BJO_gen-04_TempControl-7psu,absolutely yes,7psu,TempControl,5,39.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
41,A2,VAT_gen-06,041_A2_VAT_gen-06_TempControl-7psu,,7psu,TempControl,5,52.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
44,A2,KUR_gen-06,044_A2_KUR_gen-06_TempControl-7psu,,7psu,TempControl,5,23.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
59,A2,KAL_gen-08,059_A2_KAL_gen-08_TempControl-7psu,,7psu,TempControl,5,50.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
